tfidf_text_extraction_fns,tfidf_threshold,tfidf_uncertain_threshold,d2v_text_extraction_fn,d2v_threshold,d2v_vector_size,d2v_min_count,true_positives,false_positives,false_negatives,precision,recall,f1,jaccard_index,fbeta
header + concept name,0.4,0.30000000000000004,content,0.5,100.0,10.0,46,31,96,0.597402597402597,0.323943661971831,0.42009132420091305,0.16546762589928002,0.5111111111111111
header + concept name,0.4,0.5,content,0.30000000000000004,50.0,1.0,43,31,99,0.581081081081081,0.30281690140845,0.39814814814814803,0.15467625899280502,0.4908675799086758
header + concept name,0.4,0.5,content,0.30000000000000004,50.0,10.0,44,32,98,0.5789473684210521,0.309859154929577,0.40366972477064206,0.157706093189964,0.49327354260089684
header + concept name,0.4,0.5,content,0.30000000000000004,50.0,5.0,44,32,98,0.5789473684210521,0.309859154929577,0.40366972477064206,0.157706093189964,0.49327354260089684
header + concept name,0.4,0.5,content,0.30000000000000004,100.0,5.0,43,32,99,0.573333333333333,0.30281690140845,0.39631336405529904,0.154121863799283,0.48642533936651583
header + concept name,0.4,0.5,content,0.30000000000000004,100.0,1.0,43,31,99,0.581081081081081,0.30281690140845,0.39814814814814803,0.15467625899280502,0.4908675799086758
header + concept name,0.4,0.5,content,0.30000000000000004,100.0,10.0,42,31,100,0.5753424657534241,0.29577464788732305,0.39069767441860404,0.15107913669064701,0.4838709677419355
header + concept name,0.4,0.5,content,0.5,50.0,1.0,43,31,99,0.581081081081081,0.30281690140845,0.39814814814814803,0.15467625899280502,0.4908675799086758
header + concept name,0.4,0.5,content,0.5,50.0,5.0,43,32,99,0.573333333333333,0.30281690140845,0.39631336405529904,0.154121863799283,0.48642533936651583
header + concept name,0.4,0.5,content,0.5,50.0,10.0,44,32,98,0.5789473684210521,0.309859154929577,0.40366972477064206,0.157706093189964,0.49327354260089684
header + concept name,0.4,0.5,content,0.5,100.0,5.0,43,31,99,0.581081081081081,0.30281690140845,0.39814814814814803,0.15467625899280502,0.4908675799086758
header + concept name,0.4,0.5,content,0.5,100.0,1.0,42,32,100,0.5675675675675671,0.29577464788732305,0.388888888888888,0.15053763440860202,0.4794520547945205
header + concept name,0.4,0.5,content,0.5,100.0,10.0,41,31,101,0.5694444444444441,0.288732394366197,0.38317757009345704,0.147482014388489,0.47674418604651164
header + concept name,0.6000000000000001,0.30000000000000004,content,0.30000000000000004,50.0,1.0,47,13,95,0.7833333333333331,0.33098591549295703,0.46534653465346504,0.151612903225806,0.6151832460732984
header + concept name,0.6000000000000001,0.30000000000000004,content,0.30000000000000004,50.0,5.0,43,12,99,0.7818181818181811,0.30281690140845,0.436548223350253,0.139158576051779,0.5939226519337016
header + concept name,0.6000000000000001,0.30000000000000004,content,0.30000000000000004,50.0,10.0,47,11,95,0.8103448275862061,0.33098591549295703,0.47000000000000003,0.152597402597402,0.6283422459893048
header + concept name,0.6000000000000001,0.30000000000000004,content,0.30000000000000004,100.0,5.0,44,11,98,0.8,0.309859154929577,0.44670050761421304,0.14285714285714202,0.6077348066298343
header + concept name,0.6000000000000001,0.30000000000000004,content,0.30000000000000004,100.0,1.0,45,9,97,0.833333333333333,0.316901408450704,0.45918367346938704,0.14705882352941102,0.6284916201117319
header + concept name,0.6000000000000001,0.30000000000000004,content,0.30000000000000004,100.0,10.0,45,13,97,0.775862068965517,0.316901408450704,0.449999999999999,0.14516129032258002,0.6016042780748663
header + concept name,0.6000000000000001,0.30000000000000004,content,0.5,50.0,1.0,41,9,101,0.8200000000000001,0.288732394366197,0.42708333333333304,0.13398692810457502,0.5994152046783626
header + concept name,0.6000000000000001,0.30000000000000004,content,0.5,50.0,5.0,40,6,102,0.8695652173913041,0.28169014084507005,0.425531914893617,0.132013201320132,0.6134969325153374
header + concept name,0.6000000000000001,0.30000000000000004,content,0.5,50.0,10.0,32,6,110,0.842105263157894,0.225352112676056,0.355555555555555,0.10561056105610502,0.54421768707483
header + concept name,0.6000000000000001,0.30000000000000004,content,0.5,100.0,5.0,29,5,113,0.8529411764705881,0.204225352112676,0.32954545454545403,0.096026490066225,0.5215827338129496
header + concept name,0.6000000000000001,0.30000000000000004,content,0.5,100.0,1.0,35,7,107,0.833333333333333,0.246478873239436,0.380434782608695,0.11513157894736802,0.5645161290322581
header + concept name,0.6000000000000001,0.30000000000000004,content,0.5,100.0,10.0,26,4,116,0.866666666666666,0.183098591549295,0.30232558139534804,0.086378737541528,0.4961832061068702
header + concept name,0.6000000000000001,0.5,content,0.30000000000000004,50.0,5.0,25,5,117,0.833333333333333,0.176056338028169,0.290697674418604,0.082781456953642,0.4770992366412214
header + concept name,0.6000000000000001,0.5,content,0.30000000000000004,50.0,1.0,25,5,117,0.833333333333333,0.176056338028169,0.290697674418604,0.082781456953642,0.4770992366412214
header + concept name,0.6000000000000001,0.5,content,0.30000000000000004,50.0,10.0,24,6,118,0.8,0.169014084507042,0.27906976744186,0.079207920792079,0.4580152671755725
header + concept name,0.6000000000000001,0.5,content,0.30000000000000004,100.0,1.0,25,5,117,0.833333333333333,0.176056338028169,0.290697674418604,0.082781456953642,0.4770992366412214
header + concept name,0.6000000000000001,0.5,content,0.30000000000000004,100.0,5.0,24,6,118,0.8,0.169014084507042,0.27906976744186,0.079207920792079,0.4580152671755725
header + concept name,0.6000000000000001,0.5,content,0.30000000000000004,100.0,10.0,25,6,117,0.8064516129032251,0.176056338028169,0.289017341040462,0.08250825082508201,0.4699248120300752
header + concept name,0.6000000000000001,0.5,content,0.5,50.0,5.0,23,6,119,0.7931034482758621,0.161971830985915,0.269005847953216,0.07590759075907501,0.44573643410852715
header + concept name,0.6000000000000001,0.5,content,0.5,50.0,1.0,24,5,118,0.827586206896551,0.169014084507042,0.280701754385964,0.07947019867549601,0.46511627906976744
header + concept name,0.6000000000000001,0.5,content,0.5,50.0,10.0,23,6,119,0.7931034482758621,0.161971830985915,0.269005847953216,0.07590759075907501,0.44573643410852715
header + concept name,0.6000000000000001,0.5,content,0.5,100.0,1.0,21,6,121,0.777777777777777,0.147887323943661,0.248520710059171,0.06930693069306901,0.42
header + concept name,0.6000000000000001,0.5,content,0.5,100.0,5.0,20,4,122,0.833333333333333,0.14084507042253502,0.24096385542168602,0.06644518272425201,0.42016806722689076
header + concept name,0.6000000000000001,0.5,content,0.5,100.0,10.0,21,4,121,0.84,0.147887323943661,0.251497005988023,0.069767441860465,0.43388429752066116
