attributes,category_extraction_fns,threshold,weights,n_clusters_options,true_positives,false_positives,false_negatives,precision,recall,f1,jaccard_index,fbeta
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.2,"[2, 1, 1, 1, 1]",[120],44,131,98,0.251428571428571,0.309859154929577,0.27760252365930604,0.16,0.26128266033254155
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.2,"[3, 1, 1, 1, 1]",[40],31,144,111,0.17714285714285702,0.218309859154929,0.19558359621451102,0.107638888888888,0.1840855106888361
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.2,"[3, 1, 1, 1, 1]",[80],36,136,106,0.20930232558139503,0.25352112676056304,0.229299363057324,0.127208480565371,0.21686746987951808
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.2,"[3, 1, 1, 1, 1]",[60],31,142,111,0.179190751445086,0.218309859154929,0.19682539682539602,0.107638888888888,0.18585131894484413
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.2,"[3, 1, 1, 1, 1]",[120],43,129,99,0.25,0.30281690140845,0.273885350318471,0.155797101449275,0.25903614457831325
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.2,"[4, 1, 1, 1, 1]",[40],30,143,112,0.173410404624277,0.211267605633802,0.19047619047619002,0.10380622837370201,0.17985611510791366
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.2,"[3, 1, 1, 1, 1]",[100],40,132,102,0.23255813953488302,0.28169014084507005,0.25477707006369404,0.14336917562724,0.24096385542168675
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.2,"[4, 1, 1, 1, 1]",[60],30,140,112,0.17647058823529402,0.211267605633802,0.192307692307692,0.10380622837370201,0.18248175182481752
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.2,"[4, 1, 1, 1, 1]",[80],35,134,107,0.20710059171597603,0.246478873239436,0.22508038585209003,0.123239436619718,0.2139364303178484
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.2,"[4, 1, 1, 1, 1]",[100],39,130,103,0.23076923076923,0.274647887323943,0.25080385852090004,0.139285714285714,0.23838630806845965
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.2,"[4, 1, 1, 1, 1]",[120],42,127,100,0.248520710059171,0.29577464788732305,0.270096463022508,0.151624548736462,0.2567237163814181
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.2,"[5, 1, 1, 1, 1]",[60],29,135,113,0.176829268292682,0.204225352112676,0.18954248366013002,0.1,0.18170426065162906
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.2,"[5, 1, 1, 1, 1]",[40],29,139,113,0.172619047619047,0.204225352112676,0.187096774193548,0.1,0.17813267813267813
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.2,"[5, 1, 1, 1, 1]",[80],34,126,108,0.21250000000000002,0.239436619718309,0.22516556291390702,0.11929824561403501,0.21739130434782608
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.2,"[5, 1, 1, 1, 1]",[100],38,120,104,0.24050632911392403,0.26760563380281605,0.253333333333333,0.13523131672597802,0.2454780361757106
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.2,"[5, 1, 1, 1, 1]",[120],41,117,101,0.259493670886075,0.288732394366197,0.27333333333333304,0.147482014388489,0.2648578811369509
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.2,"[6, 1, 1, 1, 1]",[40],28,137,114,0.169696969696969,0.197183098591549,0.182410423452768,0.096219931271477,0.1745635910224439
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.2,"[6, 1, 1, 1, 1]",[80],30,122,112,0.19736842105263103,0.211267605633802,0.204081632653061,0.10380622837370201,0.2
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.2,"[6, 1, 1, 1, 1]",[120],37,113,105,0.246666666666666,0.26056338028169,0.25342465753424603,0.13120567375886502,0.24932614555256064
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.2,"[6, 1, 1, 1, 1]",[60],26,132,116,0.164556962025316,0.183098591549295,0.173333333333333,0.08873720136518701,0.16795865633074936
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.2,"[6, 1, 1, 1, 1]",[100],34,116,108,0.22666666666666602,0.239436619718309,0.23287671232876703,0.11929824561403501,0.22911051212938005
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.4,"[1, 1, 1, 1, 1]",[40],40,64,102,0.384615384615384,0.28169014084507005,0.32520325203252004,0.14336917562724,0.35842293906810035
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.4,"[1, 1, 1, 1, 1]",[60],41,58,101,0.41414141414141403,0.288732394366197,0.340248962655601,0.147482014388489,0.38104089219330856
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.4,"[1, 1, 1, 1, 1]",[80],43,52,99,0.45263157894736805,0.30281690140845,0.362869198312236,0.155797101449275,0.4118773946360153
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.4,"[1, 1, 1, 1, 1]",[100],44,51,98,0.46315789473684205,0.309859154929577,0.37130801687763704,0.16,0.421455938697318
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.4,"[2, 1, 1, 1, 1]",[60],21,92,121,0.185840707964601,0.147887323943661,0.164705882352941,0.070469798657718,0.17676767676767677
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.4,"[2, 1, 1, 1, 1]",[40],24,100,118,0.19354838709677402,0.169014084507042,0.180451127819548,0.081355932203389,0.18808777429467086
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.4,"[1, 1, 1, 1, 1]",[120],44,51,98,0.46315789473684205,0.309859154929577,0.37130801687763704,0.16,0.421455938697318
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.4,"[2, 1, 1, 1, 1]",[80],22,81,120,0.213592233009708,0.154929577464788,0.179591836734693,0.074074074074074,0.19855595667870035
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.4,"[2, 1, 1, 1, 1]",[100],25,75,117,0.25,0.176056338028169,0.20661157024793303,0.08503401360544201,0.23062730627306274
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.4,"[2, 1, 1, 1, 1]",[120],27,71,115,0.275510204081632,0.190140845070422,0.224999999999999,0.092465753424657,0.25280898876404495
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.4,"[3, 1, 1, 1, 1]",[40],18,127,124,0.12413793103448201,0.12676056338028102,0.12543554006968602,0.059800664451827,0.12465373961218837
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.4,"[3, 1, 1, 1, 1]",[100],15,96,127,0.135135135135135,0.105633802816901,0.118577075098814,0.04934210526315701,0.12798634812286688
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.4,"[3, 1, 1, 1, 1]",[60],14,118,128,0.10606060606060601,0.098591549295774,0.102189781021897,0.045901639344262,0.1044776119402985
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.4,"[3, 1, 1, 1, 1]",[80],15,106,127,0.12396694214876001,0.105633802816901,0.11406844106463801,0.04934210526315701,0.11980830670926518
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.4,"[3, 1, 1, 1, 1]",[120],15,92,127,0.14018691588785,0.105633802816901,0.12048192771084301,0.04934210526315701,0.13157894736842105
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.4,"[4, 1, 1, 1, 1]",[40],14,126,128,0.1,0.098591549295774,0.099290780141843,0.045901639344262,0.09971509971509972
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.4,"[4, 1, 1, 1, 1]",[60],10,117,132,0.078740157480314,0.07042253521126701,0.074349442379182,0.032362459546925,0.07692307692307693
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.4,"[4, 1, 1, 1, 1]",[80],11,104,131,0.09565217391304301,0.077464788732394,0.08560311284046601,0.035714285714285005,0.09136212624584718
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.4,"[4, 1, 1, 1, 1]",[100],11,94,131,0.10476190476190402,0.077464788732394,0.089068825910931,0.035714285714285005,0.09786476868327403
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.4,"[4, 1, 1, 1, 1]",[120],11,90,131,0.10891089108910801,0.077464788732394,0.09053497942386801,0.035714285714285005,0.10073260073260074
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.4,"[5, 1, 1, 1, 1]",[40],12,125,130,0.08759124087591201,0.084507042253521,0.08602150537634401,0.039087947882736,0.08695652173913043
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.4,"[5, 1, 1, 1, 1]",[60],9,117,133,0.07142857142857101,0.06338028169014001,0.067164179104477,0.029032258064516002,0.0696594427244582
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.4,"[5, 1, 1, 1, 1]",[80],9,104,133,0.079646017699115,0.06338028169014001,0.07058823529411701,0.029032258064516002,0.07575757575757576
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.4,"[5, 1, 1, 1, 1]",[100],9,93,133,0.08823529411764701,0.06338028169014001,0.07377049180327801,0.029032258064516002,0.08181818181818182
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.4,"[5, 1, 1, 1, 1]",[120],8,89,134,0.082474226804123,0.056338028169014,0.06694560669456001,0.02572347266881,0.07547169811320754
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.4,"[6, 1, 1, 1, 1]",[40],12,125,130,0.08759124087591201,0.084507042253521,0.08602150537634401,0.039087947882736,0.08695652173913043
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.4,"[6, 1, 1, 1, 1]",[60],9,117,133,0.07142857142857101,0.06338028169014001,0.067164179104477,0.029032258064516002,0.0696594427244582
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.4,"[6, 1, 1, 1, 1]",[100],9,93,133,0.08823529411764701,0.06338028169014001,0.07377049180327801,0.029032258064516002,0.08181818181818182
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.4,"[6, 1, 1, 1, 1]",[80],9,104,133,0.079646017699115,0.06338028169014001,0.07058823529411701,0.029032258064516002,0.07575757575757576
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.4,"[6, 1, 1, 1, 1]",[120],8,89,134,0.082474226804123,0.056338028169014,0.06694560669456001,0.02572347266881,0.07547169811320754
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.6000000000000001,"[1, 1, 1, 1, 1]",[40],12,10,130,0.5454545454545451,0.084507042253521,0.146341463414634,0.039087947882736,0.2608695652173913
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.6000000000000001,"[1, 1, 1, 1, 1]",[60],13,8,129,0.6190476190476191,0.091549295774647,0.159509202453987,0.042483660130718005,0.28761061946902655
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.6000000000000001,"[1, 1, 1, 1, 1]",[80],13,9,129,0.59090909090909,0.091549295774647,0.15853658536585302,0.042483660130718005,0.2826086956521739
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.6000000000000001,"[1, 1, 1, 1, 1]",[100],12,8,130,0.6000000000000001,0.084507042253521,0.148148148148148,0.039087947882736,0.2702702702702703
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.6000000000000001,"[1, 1, 1, 1, 1]",[120],11,7,131,0.611111111111111,0.077464788732394,0.137499999999999,0.035714285714285005,0.2570093457943925
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.6000000000000001,"[2, 1, 1, 1, 1]",[40],10,22,132,0.3125,0.07042253521126701,0.11494252873563202,0.032362459546925,0.18518518518518517
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.6000000000000001,"[2, 1, 1, 1, 1]",[60],7,21,135,0.25,0.049295774647887,0.08235294117647,0.022435897435897002,0.1377952755905512
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.6000000000000001,"[2, 1, 1, 1, 1]",[80],7,19,135,0.269230769230769,0.049295774647887,0.08333333333333301,0.022435897435897002,0.14227642276422764
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.6000000000000001,"[2, 1, 1, 1, 1]",[100],7,17,135,0.291666666666666,0.049295774647887,0.08433734939759001,0.022435897435897002,0.14705882352941177
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.6000000000000001,"[2, 1, 1, 1, 1]",[120],6,15,136,0.28571428571428503,0.04225352112676,0.07361963190184001,0.019169329073482,0.13274336283185842
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.6000000000000001,"[3, 1, 1, 1, 1]",[40],12,39,130,0.23529411764705802,0.084507042253521,0.124352331606217,0.039087947882736,0.17341040462427745
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.6000000000000001,"[3, 1, 1, 1, 1]",[60],9,34,133,0.20930232558139503,0.06338028169014001,0.09729729729729701,0.029032258064516002,0.14331210191082802
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.6000000000000001,"[3, 1, 1, 1, 1]",[80],9,29,133,0.23684210526315702,0.06338028169014001,0.1,0.029032258064516002,0.15306122448979592
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.6000000000000001,"[3, 1, 1, 1, 1]",[120],8,24,134,0.25,0.056338028169014,0.09195402298850501,0.02572347266881,0.14814814814814814
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.6000000000000001,"[3, 1, 1, 1, 1]",[100],9,27,133,0.25,0.06338028169014001,0.101123595505617,0.029032258064516002,0.15734265734265734
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.6000000000000001,"[4, 1, 1, 1, 1]",[40],12,72,130,0.14285714285714202,0.084507042253521,0.106194690265486,0.039087947882736,0.12552301255230125
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.6000000000000001,"[4, 1, 1, 1, 1]",[60],9,65,133,0.121621621621621,0.06338028169014001,0.08333333333333301,0.029032258064516002,0.10273972602739725
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.6000000000000001,"[4, 1, 1, 1, 1]",[80],9,56,133,0.138461538461538,0.06338028169014001,0.08695652173913,0.029032258064516002,0.11194029850746269
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.6000000000000001,"[4, 1, 1, 1, 1]",[100],9,48,133,0.157894736842105,0.06338028169014001,0.090452261306532,0.029032258064516002,0.12162162162162163
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.6000000000000001,"[4, 1, 1, 1, 1]",[120],8,45,134,0.150943396226415,0.056338028169014,0.08205128205128201,0.02572347266881,0.11299435028248588
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.6000000000000001,"[5, 1, 1, 1, 1]",[40],12,94,130,0.113207547169811,0.084507042253521,0.09677419354838701,0.039087947882736,0.10600706713780919
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.6000000000000001,"[5, 1, 1, 1, 1]",[60],9,88,133,0.09278350515463901,0.06338028169014001,0.07531380753138,0.029032258064516002,0.08490566037735849
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.6000000000000001,"[5, 1, 1, 1, 1]",[100],9,64,133,0.12328767123287601,0.06338028169014001,0.083720930232558,0.029032258064516002,0.10368663594470046
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.6000000000000001,"[5, 1, 1, 1, 1]",[80],9,75,133,0.10714285714285701,0.06338028169014001,0.079646017699115,0.029032258064516002,0.09414225941422594
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.6000000000000001,"[5, 1, 1, 1, 1]",[120],8,60,134,0.11764705882352901,0.056338028169014,0.076190476190476,0.02572347266881,0.0966183574879227
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.6000000000000001,"[6, 1, 1, 1, 1]",[40],12,112,130,0.09677419354838701,0.084507042253521,0.090225563909774,0.039087947882736,0.09404388714733543
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.6000000000000001,"[6, 1, 1, 1, 1]",[60],9,104,133,0.079646017699115,0.06338028169014001,0.07058823529411701,0.029032258064516002,0.07575757575757576
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.6000000000000001,"[6, 1, 1, 1, 1]",[80],9,91,133,0.09,0.06338028169014001,0.074380165289256,0.029032258064516002,0.08302583025830258
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.6000000000000001,"[6, 1, 1, 1, 1]",[100],9,80,133,0.101123595505617,0.06338028169014001,0.077922077922077,0.029032258064516002,0.09036144578313253
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.6000000000000001,"[6, 1, 1, 1, 1]",[120],8,76,134,0.09523809523809501,0.056338028169014,0.07079646017699101,0.02572347266881,0.08368200836820083
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.8,"[1, 1, 1, 1, 1]",[60],2,1,140,0.6666666666666661,0.014084507042253001,0.027586206896551002,0.0063091482649840006,0.06493506493506493
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.8,"[1, 1, 1, 1, 1]",[40],2,1,140,0.6666666666666661,0.014084507042253001,0.027586206896551002,0.0063091482649840006,0.06493506493506493
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.8,"[1, 1, 1, 1, 1]",[80],2,1,140,0.6666666666666661,0.014084507042253001,0.027586206896551002,0.0063091482649840006,0.06493506493506493
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.8,"[1, 1, 1, 1, 1]",[100],2,1,140,0.6666666666666661,0.014084507042253001,0.027586206896551002,0.0063091482649840006,0.06493506493506493
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.8,"[1, 1, 1, 1, 1]",[120],2,1,140,0.6666666666666661,0.014084507042253001,0.027586206896551002,0.0063091482649840006,0.06493506493506493
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.8,"[2, 1, 1, 1, 1]",[40],2,1,140,0.6666666666666661,0.014084507042253001,0.027586206896551002,0.0063091482649840006,0.06493506493506493
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.8,"[2, 1, 1, 1, 1]",[60],2,1,140,0.6666666666666661,0.014084507042253001,0.027586206896551002,0.0063091482649840006,0.06493506493506493
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.8,"[2, 1, 1, 1, 1]",[80],2,1,140,0.6666666666666661,0.014084507042253001,0.027586206896551002,0.0063091482649840006,0.06493506493506493
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.8,"[2, 1, 1, 1, 1]",[120],2,1,140,0.6666666666666661,0.014084507042253001,0.027586206896551002,0.0063091482649840006,0.06493506493506493
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.8,"[2, 1, 1, 1, 1]",[100],2,1,140,0.6666666666666661,0.014084507042253001,0.027586206896551002,0.0063091482649840006,0.06493506493506493
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.8,"[3, 1, 1, 1, 1]",[40],4,2,138,0.6666666666666661,0.028169014084507,0.054054054054054,0.012698412698412001,0.12048192771084337
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.8,"[3, 1, 1, 1, 1]",[60],3,1,139,0.75,0.02112676056338,0.041095890410958,0.009493670886075,0.0949367088607595
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.8,"[3, 1, 1, 1, 1]",[80],3,2,139,0.6000000000000001,0.02112676056338,0.040816326530612006,0.009493670886075,0.09259259259259259
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.8,"[3, 1, 1, 1, 1]",[100],3,1,139,0.75,0.02112676056338,0.041095890410958,0.009493670886075,0.0949367088607595
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.8,"[3, 1, 1, 1, 1]",[120],2,1,140,0.6666666666666661,0.014084507042253001,0.027586206896551002,0.0063091482649840006,0.06493506493506493
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.8,"[4, 1, 1, 1, 1]",[40],5,2,137,0.7142857142857141,0.035211267605633,0.067114093959731,0.01592356687898,0.14705882352941177
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.8,"[4, 1, 1, 1, 1]",[60],4,1,138,0.8,0.028169014084507,0.054421768707482006,0.012698412698412001,0.12345679012345678
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.8,"[4, 1, 1, 1, 1]",[80],4,2,138,0.6666666666666661,0.028169014084507,0.054054054054054,0.012698412698412001,0.12048192771084337
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.8,"[4, 1, 1, 1, 1]",[100],4,1,138,0.8,0.028169014084507,0.054421768707482006,0.012698412698412001,0.12345679012345678
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.8,"[4, 1, 1, 1, 1]",[120],3,1,139,0.75,0.02112676056338,0.041095890410958,0.009493670886075,0.0949367088607595
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.8,"[5, 1, 1, 1, 1]",[40],6,4,136,0.6000000000000001,0.04225352112676,0.078947368421052,0.019169329073482,0.16483516483516483
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.8,"[5, 1, 1, 1, 1]",[60],5,4,137,0.555555555555555,0.035211267605633,0.06622516556291301,0.01592356687898,0.1404494382022472
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.8,"[5, 1, 1, 1, 1]",[80],5,4,137,0.555555555555555,0.035211267605633,0.06622516556291301,0.01592356687898,0.1404494382022472
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.8,"[5, 1, 1, 1, 1]",[100],5,3,137,0.625,0.035211267605633,0.066666666666666,0.01592356687898,0.14367816091954022
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.8,"[5, 1, 1, 1, 1]",[120],4,3,138,0.5714285714285711,0.028169014084507,0.053691275167785005,0.012698412698412001,0.11764705882352941
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.8,"[6, 1, 1, 1, 1]",[40],6,9,136,0.4,0.04225352112676,0.076433121019108,0.019169329073482,0.1485148514851485
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.8,"[6, 1, 1, 1, 1]",[60],5,9,137,0.35714285714285704,0.035211267605633,0.064102564102564,0.01592356687898,0.12626262626262627
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.8,"[6, 1, 1, 1, 1]",[80],5,10,137,0.33333333333333304,0.035211267605633,0.06369426751592301,0.01592356687898,0.12376237623762376
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.8,"[6, 1, 1, 1, 1]",[100],5,8,137,0.384615384615384,0.035211267605633,0.06451612903225801,0.01592356687898,0.12886597938144329
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept subject,0.8,"[6, 1, 1, 1, 1]",[120],4,6,138,0.4,0.028169014084507,0.052631578947368,0.012698412698412001,0.10989010989010989
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept name+subject,0.2,"[1, 3, 1, 1, 1, 1]","[60, 100]",33,137,109,0.194117647058823,0.232394366197183,0.211538461538461,0.115384615384615,0.20072992700729927
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept name+subject,0.2,"[1, 3, 1, 1, 1, 1]","[100, 80]",32,138,110,0.18823529411764703,0.225352112676056,0.205128205128205,0.111498257839721,0.19464720194647203
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept name+subject,0.2,"[1, 3, 1, 1, 1, 1]","[60, 80]",29,141,113,0.170588235294117,0.204225352112676,0.18589743589743501,0.1,0.17639902676399027
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept name+subject,0.2,"[1, 3, 1, 1, 1, 1]","[100, 60]",27,144,115,0.157894736842105,0.190140845070422,0.172523961661341,0.092465753424657,0.16343825665859565
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept name+subject,0.2,"[1, 3, 1, 1, 1, 1]","[80, 60]",26,145,116,0.15204678362573001,0.183098591549295,0.166134185303514,0.08873720136518701,0.15738498789346247
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept name+subject,0.2,"[1, 3, 1, 1, 1, 1]","[80, 100]",34,136,108,0.2,0.239436619718309,0.217948717948717,0.11929824561403501,0.20681265206812652
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept name+subject,0.2,"[1, 5, 1, 1, 1, 1]","[60, 100]",29,123,113,0.19078947368421,0.204225352112676,0.19727891156462501,0.1,0.19333333333333333
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept name+subject,0.2,"[1, 5, 1, 1, 1, 1]","[60, 80]",25,129,117,0.162337662337662,0.176056338028169,0.16891891891891803,0.08503401360544201,0.16490765171503957
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept name+subject,0.2,"[1, 5, 1, 1, 1, 1]","[100, 80]",27,125,115,0.177631578947368,0.190140845070422,0.183673469387755,0.092465753424657,0.18
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept name+subject,0.2,"[1, 5, 1, 1, 1, 1]","[100, 60]",23,135,119,0.145569620253164,0.161971830985915,0.15333333333333302,0.077702702702702,0.14857881136950904
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept name+subject,0.2,"[1, 5, 1, 1, 1, 1]","[80, 60]",22,136,120,0.139240506329113,0.154929577464788,0.146666666666666,0.074074074074074,0.1421188630490956
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept name+subject,0.2,"[1, 5, 1, 1, 1, 1]","[80, 100]",29,121,113,0.19333333333333302,0.204225352112676,0.19863013698630103,0.1,0.1954177897574124
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept name+subject,0.2,"[1, 7, 1, 1, 1, 1]","[60, 100]",21,112,121,0.157894736842105,0.147887323943661,0.15272727272727202,0.070469798657718,0.15578635014836795
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept name+subject,0.2,"[1, 7, 1, 1, 1, 1]","[60, 80]",17,119,125,0.125,0.119718309859154,0.122302158273381,0.056291390728476005,0.1239067055393586
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept name+subject,0.2,"[1, 7, 1, 1, 1, 1]","[100, 80]",18,115,124,0.135338345864661,0.12676056338028102,0.13090909090909,0.059800664451827,0.13353115727002968
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept name+subject,0.2,"[1, 7, 1, 1, 1, 1]","[100, 60]",16,127,126,0.11188811188811101,0.112676056338028,0.11228070175438501,0.052805280528052,0.11204481792717087
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept name+subject,0.2,"[1, 7, 1, 1, 1, 1]","[80, 60]",15,128,127,0.10489510489510401,0.105633802816901,0.105263157894736,0.04934210526315701,0.10504201680672269
"['header', 'concept_name', 'concept_definition', 'concept_subject']",concept name+subject,0.2,"[1, 7, 1, 1, 1, 1]","[80, 100]",21,112,121,0.157894736842105,0.147887323943661,0.15272727272727202,0.070469798657718,0.15578635014836795
